School Name,Student Size,Endowment,In-State Tuition,Median Salary (1 Year After Graduation),Completion Rate,Overall Admission Rate,Carnegie Classification (Undergraduate),Carnegie Size Setting,Average SAT Score,School Locale,Student-Faculty Ratio,Percent Male Enrollment,Percent Female Enrollment,Asian Enrollment,Black Enrollment,White Enrollment,Hispanic Enrollment,Native American Enrollment,Native Hawaiian Enrollment,Diversity Index,Gender Shannon Index
Maine Maritime Academy,874,44837944,14562,93824,0.7439,0.5765,10,8,1166,42,11,0.8055,0.1945,0.016,0.0217,0.833,0.0446,0.0114,0,0.30326499,0.710790763
Saint Joseph's College of Maine,963,15523555,41586,58171,0.4715,0.8084,8,10,1060,41,10,0.3749,0.6251,0.0104,0.0374,0.8089,0.0509,0.0021,0.0021,0.34157424,0.954360276
University of Southern Maine,4322,42013000,10120,47251,0.4872,0.8543,7,12,1109,13,14,0.3975,0.6025,0.0257,0.078,0.7682,0.0451,0.0065,0.0009,0.4010472,0.96946939
University of Baltimore,1351,68443299,9506,50372,0.5467,0.8933,5,9,980,11,10,0.3975,0.6025,0.0444,0.4782,0.2791,0.097,0.0022,0.0015,0.6820405,0.96946939
Bowie State University,5289,41247594,8748,42961,0.5132,0.8654,11,13,910,21,15,0.3832,0.6168,0.0123,0.8289,0.0253,0.0524,0.0026,0.0015,0.30937864,0.960270764
Coppin State University,1708,15195191,6904,50561,0.4225,0.4495,7,10,940,11,10,0.226,0.774,0.0059,0.8191,0.0123,0.0316,0.0041,0.0012,0.32787228,0.770972968
Goucher College,981,243311000,49220,34937,0.6659,0.8024,12,11,1258,13,7,0.3282,0.6718,0.051,0.264,0.5087,0.0459,0.0071,0,0.66677009,0.913076741
Johns Hopkins University,5643,8244472000,60480,89069,0.9424,0.0725,14,16,1553,11,6,0.4611,0.5389,0.2665,0.0925,0.2063,0.204,0.0009,0.0002,0.83624496,0.995629384
Loyola University Maryland,3968,301817062,53430,54123,0.8183,0.8348,10,14,1285,11,13,0.4486,0.5514,0.0363,0.1033,0.6557,0.1358,0.001,0.001,0.53962529,0.992363431
University of Maryland-Baltimore County,10557,146753148,12606,48498,0.6984,0.8055,15,16,1295,21,18,0.5361,0.4639,0.2335,0.229,0.3232,0.0928,0.0009,0.0006,0.7799655,0.996236457
University of Maryland-College Park,29982,965446224,11233,56509,0.8299,0.4461,15,16,1461,21,18,0.5071,0.4929,0.2252,0.1268,0.4189,0.1038,0.0011,0.0005,0.74695361,0.999854543
Maryland Institute College of Art,1401,109355771,53815,23881,0.7466,0.7958,10,11,1169,11,9,0.2355,0.7645,0.1071,0.1042,0.339,0.1035,0,0,0.8520387,0.787476507
Morgan State University,7599,91221445,8008,41247,0.515,0.8538,10,13,971,11,17,0.3785,0.6215,0.0026,0.711,0.0084,0.0482,0.0013,0.0004,0.49207659,0.956975727
Mount St. Mary's University,1824,59202444,45870,43850,0.6648,0.7957,10,11,1146,31,13,0.472,0.528,0.028,0.1897,0.5373,0.1398,0.0044,0.0033,0.65496433,0.99773667
Salisbury University,6145,93445415,10396,45247,0.7069,0.9106,13,13,1237,23,13,0.4524,0.5476,0.0329,0.1336,0.6976,0.0672,0.0044,0.001,0.48988667,0.993452488
St. Mary's College of Maryland,1476,40034496,15184,30856,0.7329,0.773,12,11,1261,23,10,0.414,0.586,0.0359,0.1152,0.6938,0.0867,0.0007,0.0054,0.49653517,0.978553168
St. John's College,462,149227172,37260,27531,0.6667,0.499,12,8,1378,21,8,0.5043,0.4957,0.0411,0.0216,0.6732,0.0563,0,0,0.5414763,0.999946648
Towson University,16734,95700858,10818,48563,0.7288,0.786,13,16,1138,13,15,0.414,0.586,0.068,0.3053,0.4423,0.1026,0.001,0.0005,0.69601061,0.978553168
Washington College,935,267150417,52481,36345,0.7133,0.7471,10,11,1259,32,9,0.4193,0.5807,0.0332,0.1155,0.6449,0.0866,0.0053,0.0021,0.56212944,0.981126479
Amherst College,1898,3321852777,64100,47401,0.9569,0.0726,14,11,1513,21,7,0.4831,0.5169,0.1391,0.108,0.3815,0.1586,0.0021,0.0021,0.79828216,0.999175747
Babson College,2709,663315949,54944,74451,0.9382,0.2235,14,11,1434,21,16,0.5825,0.4175,0.1322,0.0443,0.3119,0.1558,0.0011,0,0.85900421,0.980271218
Bay Path University,1263,64645290,35781,46059,0.6453,0.7563,7,9,1080,21,11,0,1,0.0238,0.1251,0.4513,0.2383,0.0008,0,0.72332433,0
Bentley University,4070,333061000,56500,71978,0.9017,0.5788,14,14,1346,13,12,0.6111,0.3889,0.0963,0.0405,0.5705,0.1125,0.0017,0.0002,0.65095663,0.96408601
Boston College,9751,3715412313,64176,61773,0.9222,0.1666,14,17,1500,13,12,0.4721,0.5279,0.1141,0.0498,0.5841,0.112,0.0012,0.0004,0.63078274,0.997752817
Boston University,17668,2973352000,62360,55834,0.8816,0.1437,15,17,1454,11,11,0.4171,0.5829,0.1979,0.0498,0.3333,0.1077,0.0003,0.0008,0.83566664,0.980078551
Brandeis University,3675,1205167500,62322,44493,0.89,0.3941,14,14,1473,13,10,0.4272,0.5728,0.1709,0.0599,0.4242,0.0814,0.0005,0.0005,0.78063308,0.9846534
Bridgewater State University,7911,60993492,11051,42562,0.6279,0.8771,11,13,1110,21,17,0.4185,0.5815,0.021,0.1092,0.7033,0.0948,0.001,0.0005,0.48401518,0.980748735
Clark University,2363,487169000,52352,39538,0.7748,0.5032,14,14,1373,12,9,0.4143,0.5857,0.0677,0.047,0.6251,0.1016,0.0008,0.0008,0.59213386,0.978703281
Eastern Nazarene College,408,19100262,27990,39552,0.4479,0.6192,11,8,1035,21,9,0.5686,0.4314,0.0221,0.1593,0.3873,0.2108,0.0025,0,0.77969092,0.986378546
Emerson College,4147,224902734,53232,30413,0.8127,0.4275,14,14,1373,11,15,0.348,0.652,0.0552,0.0485,0.5541,0.1138,0.0002,0.0005,0.67462317,0.932269192
Emmanuel College,1855,160956937,44908,41517,0.6483,0.7969,12,11,1233,11,13,0.2291,0.7709,0.0474,0.0636,0.6776,0.1229,0.0005,0.0016,0.5194593,0.776439099
Endicott College,2999,119158126,37776,50584,0.7532,0.7331,12,14,1205,21,12,0.3635,0.6365,0.0147,0.0147,0.8479,0.0504,0.0007,0.0003,0.27809267,0.945550153
Fitchburg State University,2911,18856592,10921,50473,0.5938,0.8606,7,13,1124,22,12,0.4521,0.5479,0.0292,0.1271,0.6245,0.158,0.0024,0.0003,0.56802285,0.993369568
Framingham State University,2712,54656953,11380,43743,0.6427,0.8741,11,14,1105,13,11,0.4583,0.5417,0.0336,0.1696,0.5468,0.1954,0.0018,0,0.63293224,0.994976791
Gordon College,1255,87072779,27040,37667,0.7254,0.9176,12,11,1215,21,14,0.4024,0.5976,0.0335,0.0598,0.6096,0.1211,0,0.0024,0.60901858,0.972337204
Harvard University,7973,50877680000,57261,92518,0.9823,0.0324,14,17,1553,12,7,0.478,0.522,0.2121,0.0896,0.3491,0.1174,0.0028,0.0018,0.81132078,0.99860302
College of the Holy Cross,3062,992626923,58360,48020,0.9173,0.3636,14,11,1361,12,10,0.4491,0.5509,0.0392,0.0389,0.7129,0.1179,0.0003,0.0003,0.47482315,0.992511537
Lasell University,1236,46128982,42630,37194,0.6258,0.7321,12,11,1149,13,11,0.3511,0.6489,0.0316,0.106,0.6254,0.1383,0,0.0008,0.57751275,0.935046614
University of Massachusetts-Lowell,11985,160107000,16182,59431,0.6433,0.8595,9,16,1255,21,17,0.5833,0.4167,0.1389,0.0833,0.5386,0.1423,0.0009,0.0006,0.66342748,0.979884934
University of Massachusetts-Amherst,24111,442469956,16952,51780,0.8066,0.6352,14,17,1376,21,18,0.4864,0.5136,0.1279,0.0463,0.5931,0.0844,0.0007,0.0006,0.62260608,0.999466252
University of Massachusetts-Boston,11749,126413000,15132,49875,0.5713,0.8076,13,15,1198,11,16,0.4274,0.5726,0.1594,0.1791,0.3294,0.1942,0.0006,0.0004,0.79629631,0.984737906
MCPHS University,3488,1512276636,37230,74892,0.79,0.8826,11,13,1232,11,10,0.2357,0.7643,0.1995,0.117,0.3363,0.1193,0.002,0,0.81917657,0.787816104
Massachusetts Institute of Technology,4638,24600809000,57986,109923,0.9684,0.0396,14,17,1560,12,3,0.5177,0.4823,0.3409,0.0781,0.2208,0.1481,0.0017,0.0004,0.80699828,0.999095847
Mount Holyoke College,2183,1002548528,58498,32877,0.8488,0.3976,14,11,1432,21,9,0,1,0.0673,0.0499,0.5066,0.0852,0.0009,0.0009,0.72907648,0
Nichols College,1164,27334716,38800,46704,0.5973,0.8486,10,11,1060,21,16,0.6478,0.3522,0.012,0.1022,0.7027,0.1125,0.0009,0.0009,0.482966,0.93601751
Northeastern University,16172,1432236358,60192,74155,0.8963,0.068,14,17,1505,11,16,0.439,0.561,0.194,0.0554,0.4226,0.1138,0.0006,0.0002,0.76775324,0.98923667
College of Our Lady of the Elms,915,17361311,40635,54579,0.761,0.9091,13,10,1140,21,10,0.2601,0.7399,0.0317,0.1126,0.5104,0.1902,0.0022,0,0.68962731,0.826897236
Salem State University,4592,1131228,11978,46092,0.6251,0.9266,11,13,1110,21,12,0.3399,0.6601,0.0292,0.0936,0.5719,0.2173,0.0011,0.0004,0.61609613,0.92472298
Simmons University,1786,212281646,44350,56491,0.8143,0.7646,13,14,1297,11,7,0,1,0.117,0.0929,0.5218,0.1489,0.0006,0,0.68323378,0
Smith College,2515,2467994699,58768,32340,0.888,0.2286,14,11,1455,21,8,0.0004,0.9996,0.0958,0.0541,0.5109,0.1225,0.0008,0.0016,0.71186729,0.005092048
Springfield College,2002,91832544,41694,38460,0.7411,0.7563,14,11,1216,12,11,0.5015,0.4985,0.0255,0.0534,0.7313,0.0934,0.0045,0.0015,0.45295244,0.999993508
University of Massachusetts-Dartmouth,5331,90217112,14854,50652,0.5382,0.9552,13,14,1149,22,15,0.4851,0.5149,0.0345,0.176,0.58,0.1247,0.0011,0.0006,0.61588209,0.99935932
Suffolk University,4325,253973639,43332,47267,0.6021,0.8679,12,13,1204,11,13,0.3783,0.6217,0.0721,0.0775,0.4913,0.1614,0.0014,0.0005,0.72136748,0.956832512
Tufts University,6747,2350755000,65222,63641,0.9437,0.0969,14,17,1513,21,10,0.4411,0.5589,0.1567,0.0605,0.446,0.0989,0.0004,0.0007,0.763087,0.989966695
Wellesley College,2353,2846865000,61920,43659,0.932,0.1357,14,11,1500,21,7,0,1,0.2261,0.0761,0.3255,0.1513,0.0013,0.0021,0.81423954,0
Wentworth Institute of Technology,3557,143897385,38760,77159,0.6967,0.9231,12,14,1215,11,17,0.7762,0.2238,0.0956,0.0751,0.5831,0.1226,0.0011,0.0006,0.63018269,0.767045739
Western New England University,2402,59527823,44500,53402,0.6498,0.8801,10,14,1194,12,11,0.5812,0.4188,0.0291,0.0537,0.7306,0.1028,0.0008,0.0008,0.45192402,0.980890833
Wheaton College (Massachusetts),1653,241464278,60230,33840,0.7638,0.7948,14,11,1346,21,11,0.3678,0.6322,0.0405,0.0557,0.7084,0.069,0.0012,0,0.48866426,0.948967884
Williams College,2138,3341413367,61770,47778,0.9637,0.085,14,11,1540,31,6,0.4733,0.5267,0.1356,0.05,0.478,0.1268,0,0.0005,0.73455015,0.997942056
Worcester State University,4025,21148406,10786,43290,0.611,0.8766,13,13,1135,12,14,0.3858,0.6142,0.0537,0.0845,0.634,0.1543,0.0027,0,0.56420428,0.962035584
Adrian College,1688,41060715,39596,38538,0.5268,0.6906,10,11,1050,32,16,0.5409,0.4591,0.0065,0.0741,0.6143,0.061,0.0012,0.0053,0.61335192,0.995167893
Andrews University,1249,65553163,32734,47414,0.6011,0.9127,13,11,1184,31,10,0.5036,0.4964,0.1241,0.1745,0.2322,0.193,0.0008,0.0056,0.8629511,0.999962605
Aquinas College,1107,41318389,37280,37757,0.6195,0.9078,12,11,1100,12,11,0.4354,0.5646,0.0208,0.0271,0.7127,0.0768,0.0009,0.0018,0.48498937,0.98792508
Calvin University,2833,248568000,38620,43110,0.753,0.7421,12,14,1263,12,12,0.4885,0.5115,0.0477,0.0452,0.7031,0.0388,0.0011,0,0.49982541,0.999618374
Central Michigan University,10297,230600367,13650,43750,0.6224,0.7895,13,16,1104,32,17,0.3882,0.6118,0.0136,0.0968,0.7606,0.0527,0.0084,0.0011,0.40908338,0.963628116
Concordia University Ann Arbor,843,23176850,32982,52181,0.4699,0.7018,10,8,1050,12,11,0.5243,0.4757,0.0071,0.1044,0.7319,0.0558,0.0024,0,0.45025322,0.998295535
University of Detroit Mercy,2322,83263247,31058,66591,0.6958,0.9053,13,13,1090,11,11,0.3488,0.6512,0.0732,0.1154,0.5573,0.0754,0.0052,0,0.66502911,0.932991785
Eastern Michigan University,11206,92105005,16410,43457,0.5448,0.8323,7,16,1056,21,14,0.399,0.601,0.0328,0.1712,0.5734,0.0959,0.0024,0.0012,0.63162315,0.970362626
Ferris State University,8390,113766890,13076,49361,0.5932,0.8788,7,13,1032,32,15,0.472,0.528,0.0142,0.0908,0.754,0.0679,0.0074,0.0007,0.41837206,0.99773667
Kettering University,1401,102189065,44380,80708,0.7246,0.8075,14,10,1266,13,12,0.793,0.207,0.065,0.0328,0.7766,0.0421,0.0007,0.0007,0.38981821,0.735709079
Grand Valley State University,18487,169199257,13952,43193,0.675,0.9037,11,16,1092,21,15,0.4001,0.5999,0.0282,0.0528,0.7937,0.0679,0.0032,0.0005,0.36183633,0.971009061
Hope College,3173,282642000,38370,41596,0.7782,0.8045,12,11,1213,13,11,0.3864,0.6136,0.0233,0.0356,0.7888,0.0756,0.0013,0.0003,0.37026717,0.962437001
Kalamazoo College,1192,261730830,56562,33339,0.8471,0.7925,12,11,1264,13,10,0.4371,0.5629,0.0596,0.0487,0.6107,0.1644,0.0017,0,0.59409141,0.988553911
Lake Superior State University,1468,31641300,13728,42685,0.7011,0.7691,11,11,1097,33,13,0.455,0.545,0.0061,0.0061,0.3481,0.0082,0.0504,0,0.87614457,0.994149171
University of Michigan-Ann Arbor,32448,17095088000,16736,64597,0.9355,0.1769,14,16,1473,12,12,0.4761,0.5239,0.1801,0.041,0.5114,0.0831,0.0012,0.0006,0.69744562,0.998351208
Michigan State University,39021,4375011965,15372,50898,0.8258,0.8795,12,16,1273,13,17,0.4836,0.5164,0.0774,0.0663,0.6732,0.0602,0.0024,0.0007,0.53278502,0.999223806
Michigan Technological University,5633,147630662,17614,68856,0.73,0.9368,14,14,1245,33,13,0.7051,0.2949,0.022,0.0098,0.8464,0.0291,0.0046,0.0002,0.28215899,0.874967061
University of Michigan-Dearborn,5962,86785000,14320,56918,0.5828,0.541,9,12,1156,12,16,0.5319,0.4681,0.0928,0.0802,0.6614,0.0681,0.0015,0.0003,0.54286621,0.997061803
University of Michigan-Flint,4029,165315000,13242,50364,0.4917,0.6635,7,12,1071,13,13,0.3594,0.6406,0.0246,0.1338,0.691,0.0608,0.0084,0.0012,0.50024276,0.942184017
Northwood University,1911,100230394,31600,50584,0.6236,0.7968,7,10,1055,13,8,0.6211,0.3789,0.0199,0.0848,0.6923,0.0691,0.0031,0.0005,0.50834899,0.95726142
Oakland University,12626,124893354,14476,50659,0.5985,0.9005,13,15,1140,21,17,0.4264,0.5736,0.06,0.0903,0.7017,0.0483,0.002,0.001,0.49352513,0.984313017
Saginaw Valley State University,6211,96122134,11565,47001,0.5147,0.7637,10,13,1073,22,16,0.3631,0.6369,0.0108,0.0781,0.7678,0.0528,0.0035,0.0002,0.40146678,0.945226372
Siena Heights University,1554,17219189,29044,49525,0.6676,0.6498,9,10,1048,32,12,0.4505,0.5495,0.0097,0.1145,0.6326,0.0759,0.0051,0.0013,0.58082439,0.992918479
Spring Arbor University,1021,25774041,31660,41735,0.6294,0.4732,9,10,1078,23,10,0.3457,0.6543,0.0098,0.0519,0.7532,0.0509,0.0029,0.001,0.42729989,0.930169052
Wayne State University,15669,458465000,14675,50183,0.5087,0.7532,9,15,1147,11,14,0.4076,0.5924,0.1339,0.158,0.5531,0.0694,0.0025,0.0004,0.64636441,0.975223064
Western Michigan University,13264,557113863,14623,43987,0.6125,0.8455,13,16,1105,13,16,0.4994,0.5006,0.0241,0.084,0.691,0.0841,0.0034,0.0005,0.50779757,0.999998961
Bemidji State University,3187,30044000,10130,48587,0.5472,0.7752,7,13,1090,33,16,0.427,0.573,0.0169,0.0279,0.8045,0.0336,0.0358,0.0006,0.34930477,0.984568658
Bethany Lutheran College,641,48033174,29010,37463,0.5683,0.585,12,8,1147,13,12,0.4945,0.5055,0.0218,0.0343,0.6271,0.0624,0.0062,0,0.60116166,0.999912715
Bethel University,2090,92871511,41270,50679,0.718,0.7249,12,11,1190,21,12,0.3986,0.6014,0.0469,0.0536,0.7722,0.0703,0.0048,0.0019,0.39366585,0.970125754
Carleton College,2007,1093697498,62634,36775,0.9313,0.1663,14,11,1486,32,8,0.4963,0.5037,0.1001,0.0673,0.5237,0.0957,0.001,0.0005,0.70202927,0.999960499
Concordia College at Moorhead,1800,177341871,28916,45161,0.7038,0.6553,12,11,1220,22,12,0.4678,0.5322,0.0278,0.04,0.7706,0.0333,0.0083,0.0011,0.40262381,0.997006241
Concordia University-Saint Paul,2760,40644955,24400,53793,0.5868,0.6909,9,12,1190,11,13,0.3388,0.6612,0.1076,0.1431,0.5514,0.096,0.0051,0.0022,0.65465582,0.923665756
Martin Luther College,697,21303935,17420,40540,0.6843,0.8372,12,8,1194,32,9,0.4892,0.5108,0.0057,0.0086,0.9225,0.01,0.0014,0.0014,0.14878338,0.999663422
Gustavus Adolphus College,2069,291244740,53030,41780,0.783,0.739,12,11,1320,31,11,0.4456,0.5544,0.0333,0.0295,0.7941,0.0493,0.001,0.001,0.36499356,0.991444165
Hamline University,1745,117220823,46616,41896,0.662,0.8055,13,10,1152,11,13,0.3713,0.6287,0.0865,0.1198,0.5633,0.1238,0.0052,0.0017,0.64550245,0.95166504
Macalester College,2164,868060000,62500,34157,0.9193,0.2842,14,11,1430,11,10,0.4233,0.5767,0.0758,0.0587,0.5374,0.1021,0.0023,0.0083,0.69151132,0.98295836
Minnesota State University-Mankato,11354,64486000,9444,49152,0.5505,0.7068,11,15,1090,13,21,0.4632,0.5368,0.0368,0.0587,0.7132,0.0565,0.0026,0.0003,0.48334673,0.996088954
Metropolitan State University,5152,7536000,9684,53416,0.5779,0.817,5,12,1150,11,14,0.4163,0.5837,0.1706,0.2954,0.388,0.0695,0.0056,0.0006,0.72822851,0.979690368
University of Minnesota-Twin Cities,30560,4901364610,15859,47373,0.8262,0.7491,15,15,1355,11,16,0.4588,0.5412,0.1242,0.0792,0.6112,0.058,0.0031,0.0006,0.60136231,0.995096666
Minneapolis College of Art and Design,689,55064844,42560,24825,0.6591,0.5689,15,7,1234,11,9,0.3266,0.6734,0.074,0.0479,0.6415,0.1074,0.016,0,0.56891658,0.911414828
University of Minnesota-Duluth,7754,278253841,14126,46383,0.6311,0.807,12,13,1220,13,16,0.5156,0.4844,0.0344,0.0237,0.8352,0.0383,0.0055,0.0003,0.29919868,0.999297698
Minnesota State University Moorhead,3462,33040000,10236,44449,0.5774,0.5662,13,13,1090,22,17,0.3761,0.6239,0.0165,0.0497,0.7932,0.0456,0.0081,0.0009,0.36594564,0.955240942
University of Northwestern-St Paul,1512,21207532,35340,45168,0.6674,0.9251,11,11,1186,21,15,0.4213,0.5787,0.039,0.0483,0.787,0.0529,0,0,0.3739787,0.982054255
College of Saint Benedict,1428,102989504,52108,45402,0.8229,0.878,12,11,1186,22,11,0,1,0.0343,0.0273,0.8095,0.0952,0.0035,0.0014,0.33371072,0
Saint Cloud State University,5395,40550000,10117,46696,0.5245,0.9528,7,13,1093,13,16,0.4832,0.5168,0.0519,0.1121,0.6263,0.0504,0.0026,0.0004,0.58994121,0.999185474
Saint Johns University,1501,257884064,52164,48669,0.7556,0.8624,12,11,1144,41,11,1,0,0.038,0.042,0.8041,0.0693,0.0113,0.0027,0.34527772,0
Saint Mary's University of Minnesota,1080,73063383,41150,61427,0.6945,0.9683,6,13,1150,32,17,0.4306,0.5694,0.0259,0.0731,0.6315,0.1037,0.013,0.0009,0.58426983,0.986057953
St Olaf College,3019,696676006,54650,37341,0.8619,0.5641,14,11,1377,32,12,0.4197,0.5803,0.058,0.0338,0.6711,0.0835,0.001,0,0.5381451,0.981313929
The College of Saint Scholastica,1923,94079260,39410,64303,0.7261,0.9661,13,13,1220,13,10,0.3193,0.6807,0.0265,0.0484,0.7837,0.0359,0.0156,0.001,0.38123633,0.903618609
University of St Thomas,5868,698880000,50366,56242,0.7683,0.77,12,13,1290,11,13,0.516,0.484,0.0501,0.0579,0.6883,0.084,0.0012,0.0007,0.51332276,0.999261214
St Catherine University,2349,133127196,47870,50409,0.6418,0.9253,9,10,1127,11,10,0.0456,0.9544,0.1264,0.1392,0.5313,0.1273,0.0043,0.0034,0.66613137,0.267403519
Southwest Minnesota State University,1956,14181000,10122,44949,0.5072,0.9159,7,10,1050,33,15,0.3415,0.6585,0.0251,0.0849,0.7019,0.0762,0.0036,0.001,0.49367797,0.926246874
Dunwoody College of Technology,1351,34574737,24611,53909,0.611,0.9804,11,9,1020,11,12,0.8113,0.1887,0.0637,0.0681,0.6943,0.0511,0.0059,0.0037,0.5065925,0.698744026
Winona State University,5254,52266000,10492,47975,0.6465,0.7375,10,13,1121,32,16,0.3209,0.6791,0.0365,0.0324,0.8262,0.0434,0.0025,0.0004,0.31312158,0.90535749
Alcorn State University,2344,20252468,8549,32210,0.4402,0.2993,11,11,1019,43,16,0.3336,0.6664,0.0004,0.9505,0.0209,0.0094,0.0034,0.006,0.09597686,0.91856227
Belhaven University,1414,6552352,28375,38216,0.4917,0.426,5,10,1059,12,9,0.3713,0.6287,0.0057,0.4293,0.3833,0.0403,0.0078,0.0007,0.66706471,0.95166504
Blue Mountain Christian University,540,18062246,19280,36158,0.5501,0.957,11,8,1089,42,14,0.4926,0.5074,0.0019,0.137,0.6722,0.0519,0.0093,0,0.52659445,0.99984199
Delta State University,1627,34370961,8605,37687,0.4578,0.9861,11,11,1055,33,10,0.4192,0.5808,0.0037,0.3571,0.5403,0.0258,0.0018,0,0.57987293,0.981079469
Jackson State University,4905,48933270,8445,31357,0.4426,0.8864,11,14,1022,12,15,0.3649,0.6351,0.0016,0.9507,0.0177,0.0043,0.0031,0.0018,0.09582232,0.946675533
Millsaps College,622,98495928,43815,36754,0.6917,0.6783,12,8,1223,12,9,0.5466,0.4534,0.0273,0.2701,0.5949,0.0434,0.0032,0.0016,0.57049833,0.9937251
University of Mississippi,17157,780800661,9220,42857,0.6717,0.9738,13,16,1199,33,16,0.4286,0.5714,0.0202,0.1078,0.7835,0.0491,0.0033,0.0008,0.37167653,0.985239992
Mississippi University for Women,1701,61567784,7866,48726,0.6721,0.9911,11,10,1050,33,11,0.1893,0.8107,0.0112,0.4086,0.5509,0.0065,0.0147,0.0012,0.52917001,0.700004815
Mississippi Valley State University,1169,3263283,7414,25791,0.3981,0.6478,11,11,870,33,12,0.4568,0.5432,0.0026,0.9136,0.0205,0.0137,0.0017,0.0043,0.16469896,0.99460845
Mississippi College,2098,102545404,21098,42805,0.5793,0.3999,13,14,1190,21,13,0.4128,0.5872,0.0205,0.1673,0.6821,0.0357,0.0029,0,0.50504715,0.977947361
Mississippi State University,18154,639484617,9398,41867,0.6472,0.7519,13,16,1215,33,16,0.495,0.505,0.016,0.1538,0.7435,0.0386,0.0052,0.0005,0.42178006,0.999927864
Rust College,731,42759949,9900,26363,0.3954,0.7876,5,6,1003,32,8,0.4145,0.5855,0,0.9713,0.0027,0.0055,0,0,0.05653877,0.978803059
University of Southern Mississippi,10149,130594735,9450,39715,0.5258,0.9884,11,16,1150,13,15,0.3532,0.6468,0.0162,0.2856,0.5935,0.0418,0.0043,0.0012,0.56416078,0.936893503
William Carey University,1772,28399508,14685,41135,0.5257,0.5358,13,13,1188,13,13,0.3008,0.6992,0.0107,0.281,0.6027,0.0265,0.0023,0,0.55696968,0.882266616
Avila University,937,16273905,22390,46449,0.5624,0.6763,11,10,1090,11,10,0.4066,0.5934,0.0181,0.2711,0.4664,0.174,0.0107,0.0053,0.67822964,0.974680658
Calvary University,202,460463,12500,28610,0.4072,0.6316,7,7,1058,11,8,0.4356,0.5644,0.0099,0.0792,0.797,0.0644,0,0,0.35427299,0.98799994
Central Methodist University-College of Liberal Arts and Sciences,1074,45882023,27140,41468,0.5068,0.9786,11,11,1045,32,13,0.4832,0.5168,0.0093,0.108,0.6294,0.0838,0.0037,0,0.58506902,0.999185474
University of Central Missouri,5920,65431590,9413,41386,0.5594,0.7134,11,14,1090,32,19,0.4654,0.5346,0.0115,0.0818,0.7728,0.066,0.0035,0.0015,0.39158617,0.996542964
Culver-Stockton College,854,34714829,29195,35446,0.5412,0.9695,10,8,1120,43,14,0.5597,0.4403,0.0117,0.1475,0.6827,0.0749,0.0094,0.0059,0.50629439,0.989691635
Drury University,1369,96442572,33830,37849,0.5798,0.6343,12,11,1221,12,12,0.4573,0.5427,0.0256,0.0292,0.7516,0.0197,0.0161,0.0051,0.43291613,0.994732684
Hannibal-LaGrange University,397,10060790,25600,36796,0.6273,0.6711,13,8,1042,33,11,0.5189,0.4811,0.0126,0.0932,0.7204,0.0428,0,0,0.470347,0.998969064
Lindenwood University,4627,184148418,19300,41999,0.539,0.7402,11,14,1177,13,13,0.4357,0.5643,0.0182,0.1379,0.6317,0.0478,0.0041,0.0069,0.5792582,0.988037282
Logan University,288,29747996,7800,51571,0.4138,0.8182,5,9,1090,21,9,0.3021,0.6979,0.0694,0.1042,0.6736,0.0313,0.0035,0.0035,0.52958485,0.883842795
Missouri Baptist University,1508,4702162,33316,39078,0.5082,0.709,11,10,1147,21,19,0.4496,0.5504,0.0166,0.1293,0.7374,0.0053,0.0146,0.0027,0.43899865,0.992658185
Missouri Southern State University,3245,41148112,8026,38813,0.3993,0.9948,7,12,1089,13,17,0.3874,0.6126,0.029,0.0659,0.682,0.0878,0.0502,0.0062,0.51942487,0.963101163
Missouri Valley College,1269,11181713,22450,36304,0.3001,0.6124,11,11,1000,33,13,0.6044,0.3956,0.0142,0.1363,0.3388,0.0977,0.0047,0.015,0.85664285,0.968318499
University of Missouri-Columbia,23206,1314188649,11981,48326,0.7215,0.7913,12,16,1249,12,18,0.4545,0.5455,0.0278,0.0547,0.7949,0.0554,0.0014,0.0012,0.3612965,0.994018249
University of Missouri-Kansas City,6479,200936597,11287,48700,0.556,0.6948,13,12,1231,11,14,0.3998,0.6002,0.1076,0.1334,0.5002,0.1406,0.0035,0.0012,0.70064459,0.970833482
Missouri University of Science and Technology,5453,252819049,11365,75542,0.7104,0.8149,14,13,1320,33,18,0.7666,0.2334,0.0438,0.0306,0.8014,0.053,0.0029,0,0.35208583,0.783891343
University of Missouri-St Louis,5378,113994621,11693,45770,0.5868,0.5111,9,12,1146,21,13,0.4442,0.5558,0.0472,0.1809,0.617,0.0407,0.0019,0.0004,0.58269809,0.990997192
Truman State University,2920,58743168,9014,37802,0.7329,0.4505,14,14,1246,33,13,0.3986,0.6014,0.025,0.0243,0.7832,0.0315,0.0024,0.0007,0.38438377,0.970125754
Northwest Missouri State University,4679,42298771,9502,40274,0.5404,0.8556,10,14,1089,33,18,0.3903,0.6097,0.0071,0.0447,0.8224,0.0492,0.003,0.0013,0.31917841,0.964992876
College of the Ozarks,1481,586442373,20290,35171,0.6759,0.2113,12,11,1124,32,15,0.4362,0.5638,0.0128,0.0122,0.8582,0.0452,0.0074,0.0007,0.26108179,0.988223112
Rockhurst University,1732,45733174,41701,63703,0.7361,0.6646,13,10,1220,11,13,0.3458,0.6542,0.0375,0.0901,0.6218,0.1605,0.004,0.0017,0.57806136,0.930261063
